"PeakName"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annoFileCollapsed.seqnames"	"annoFileCollapsed.start"	"annoFileCollapsed.end"	"annoFileCollapsed.width"	"annoFileCollapsed.strand"	"annoFileCollapsed.id"	"annoFileCollapsed.tx_id"	"annoFileCollapsed.gene_id"	"annoFileCollapsed.symbol"	"annoFileCollapsed.type"	"annoFileCollapsed.UniqueRegion"	"annoFileCollapsed.UniqueRegionGene"	"annoFileCollapsed.UniqueRegionGeneType"	"annoFileCollapsed.GeneAnnoType"	"id"	"tx_id"	"gene_id"	"symbol"	"type"	"UniqueRegion"	"UniqueRegionGene"	"UniqueRegionGeneType"	"GeneAnnoType"	"NarrowPeak.seqnames"	"NarrowPeak.start"	"NarrowPeak.end"	"NarrowPeak.width"	"NarrowPeak.strand"	"NarrowPeak.PeakName"	"NarrowPeak.Score"	"NarrowPeak.Srand"	"NarrowPeak.Enrichment"	"NarrowPeak.pPvalue"	"NarrowPeak.pQvalue"	"NarrowPeak.OffsetFromStart"	"Score"	"Srand"	"Enrichment"	"pPvalue"	"pQvalue"	"OffsetFromStart"
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375552	149375888	337	"-"	"5UTR:24766"	"uc003exf.3"	"25937"	"WWTR1"	"hg19_genes_5UTRs"	"chr3:149375552-149375888"	"chr3:149375552-149375888_WWTR1"	"chr3:149375552-149375888_WWTR1_hg19_genes_5UTRs"	"WWTR1_hg19_genes_5UTRs"	"5UTR:24766"	"uc003exf.3"	"25937"	"WWTR1"	"hg19_genes_5UTRs"	"chr3:149375552-149375888"	"chr3:149375552-149375888_WWTR1"	"chr3:149375552-149375888_WWTR1_hg19_genes_5UTRs"	"WWTR1_hg19_genes_5UTRs"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375813	149376812	1000	"-"	"promoter:16870"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_promoters"	"chr3:149375813-149376812"	"chr3:149375813-149376812_WWTR1"	"chr3:149375813-149376812_WWTR1_hg19_genes_promoters"	"WWTR1_hg19_genes_promoters"	"promoter:16870"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_promoters"	"chr3:149375813-149376812"	"chr3:149375813-149376812_WWTR1"	"chr3:149375813-149376812_WWTR1_hg19_genes_promoters"	"WWTR1_hg19_genes_promoters"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375097	149375611	515	"-"	"intron:147123"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_introns"	"chr3:149375097-149375611"	"chr3:149375097-149375611_WWTR1"	"chr3:149375097-149375611_WWTR1_hg19_genes_introns"	"WWTR1_hg19_genes_introns"	"intron:147123"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_introns"	"chr3:149375097-149375611"	"chr3:149375097-149375611_WWTR1"	"chr3:149375097-149375611_WWTR1_hg19_genes_introns"	"WWTR1_hg19_genes_introns"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149374997	149375996	1000	"+"	"promoter:14734"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_promoters"	"chr3:149374997-149375996"	"chr3:149374997-149375996_WWTR1-AS1"	"chr3:149374997-149375996_WWTR1-AS1_hg19_genes_promoters"	"WWTR1-AS1_hg19_genes_promoters"	"promoter:14734"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_promoters"	"chr3:149374997-149375996"	"chr3:149374997-149375996_WWTR1-AS1"	"chr3:149374997-149375996_WWTR1-AS1_hg19_genes_promoters"	"WWTR1-AS1_hg19_genes_promoters"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149376496	149377164	669	"+"	"intron:127899"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_introns"	"chr3:149376496-149377164"	"chr3:149376496-149377164_WWTR1-AS1"	"chr3:149376496-149377164_WWTR1-AS1_hg19_genes_introns"	"WWTR1-AS1_hg19_genes_introns"	"intron:127899"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_introns"	"chr3:149376496-149377164"	"chr3:149376496-149377164_WWTR1-AS1"	"chr3:149376496-149377164_WWTR1-AS1_hg19_genes_introns"	"WWTR1-AS1_hg19_genes_introns"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375110	149375426	317	"+"	"intron:127898"	"uc010hvg.1"	NA	NA	"hg19_genes_introns"	"chr3:149375110-149375426"	"chr3:149375110-149375426_NA"	"chr3:149375110-149375426_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"intron:127898"	"uc010hvg.1"	NA	NA	"hg19_genes_introns"	"chr3:149375110-149375426"	"chr3:149375110-149375426_NA"	"chr3:149375110-149375426_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375997	149376495	499	"+"	"exon:142646"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_exons"	"chr3:149375997-149376495"	"chr3:149375997-149376495_WWTR1-AS1"	"chr3:149375997-149376495_WWTR1-AS1_hg19_genes_exons"	"WWTR1-AS1_hg19_genes_exons"	"exon:142646"	"uc003exi.2"	"100128025"	"WWTR1-AS1"	"hg19_genes_exons"	"chr3:149375997-149376495"	"chr3:149375997-149376495_WWTR1-AS1"	"chr3:149375997-149376495_WWTR1-AS1_hg19_genes_exons"	"WWTR1-AS1_hg19_genes_exons"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375613	149376012	400	"-"	"intronexonboundary:153045"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_intronexonboundaries"	"chr3:149375613-149376012"	"chr3:149375613-149376012_WWTR1"	"chr3:149375613-149376012_WWTR1_hg19_genes_intronexonboundaries"	"WWTR1_hg19_genes_intronexonboundaries"	"intronexonboundary:153045"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_intronexonboundaries"	"chr3:149375613-149376012"	"chr3:149375613-149376012_WWTR1"	"chr3:149375613-149376012_WWTR1_hg19_genes_intronexonboundaries"	"WWTR1_hg19_genes_intronexonboundaries"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375612	149375812	201	"-"	"exon:164001"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_exons"	"chr3:149375612-149375812"	"chr3:149375612-149375812_WWTR1"	"chr3:149375612-149375812_WWTR1_hg19_genes_exons"	"WWTR1_hg19_genes_exons"	"exon:164001"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_exons"	"chr3:149375612-149375812"	"chr3:149375612-149375812_WWTR1"	"chr3:149375612-149375812_WWTR1_hg19_genes_exons"	"WWTR1_hg19_genes_exons"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375427	149376098	672	"+"	"exon:142645"	"uc010hvg.1"	NA	NA	"hg19_genes_exons"	"chr3:149375427-149376098"	"chr3:149375427-149376098_NA"	"chr3:149375427-149376098_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"exon:142645"	"uc010hvg.1"	NA	NA	"hg19_genes_exons"	"chr3:149375427-149376098"	"chr3:149375427-149376098_NA"	"chr3:149375427-149376098_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375097	149387574	12478	"-"	"intron:147135"	"uc003exh.3"	"25937"	"WWTR1"	"hg19_genes_introns"	"chr3:149375097-149387574"	"chr3:149375097-149387574_WWTR1"	"chr3:149375097-149387574_WWTR1_hg19_genes_introns"	"WWTR1_hg19_genes_introns"	"intron:147135"	"uc003exh.3"	"25937"	"WWTR1"	"hg19_genes_introns"	"chr3:149375097-149387574"	"chr3:149375097-149387574_WWTR1"	"chr3:149375097-149387574_WWTR1_hg19_genes_introns"	"WWTR1_hg19_genes_introns"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_15777"	103.021415903477	-2.51827023799152	0.390758003426578	-6.44457750297799	1.15922885349491e-10	2.11010041732422e-09	"chr3"	149375612	149375812	201	"-"	"5UTR:24764"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_5UTRs"	"chr3:149375612-149375812"	"chr3:149375612-149375812_WWTR1"	"chr3:149375612-149375812_WWTR1_hg19_genes_5UTRs"	"WWTR1_hg19_genes_5UTRs"	"5UTR:24764"	"uc021xfm.1"	"25937"	"WWTR1"	"hg19_genes_5UTRs"	"chr3:149375612-149375812"	"chr3:149375612-149375812_WWTR1"	"chr3:149375612-149375812_WWTR1_hg19_genes_5UTRs"	"WWTR1_hg19_genes_5UTRs"	"chr3"	149375308	149376730	1423	"*"	"Peak_15777"	797	"."	5.0137	79.73204	76.89811	1028	797	"."	5.0137	79.73204	76.89811	1028
"Peak_1579"	233.140175081029	-4.58084540578994	0.405921368959579	-11.2850560627817	1.55542381691719e-29	3.44762680219342e-26	"chr2"	43097690	43449349	351660	"*"	"intergenic:1842"	NA	NA	NA	"hg19_genes_intergenic"	"chr2:43097690-43449349"	"chr2:43097690-43449349_NA"	"chr2:43097690-43449349_NA_hg19_genes_intergenic"	"NA_hg19_genes_intergenic"	"intergenic:1842"	NA	NA	NA	"hg19_genes_intergenic"	"chr2:43097690-43449349"	"chr2:43097690-43449349_NA"	"chr2:43097690-43449349_NA_hg19_genes_intergenic"	"NA_hg19_genes_intergenic"	"chr2"	43327694	43328953	1260	"*"	"Peak_1579"	4582	"."	11.88356	458.23804	454.1814	590	4582	"."	11.88356	458.23804	454.1814	590
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57976552	57977551	1000	"-"	"promoter:19336"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_promoters"	"chr4:57976552-57977551"	"chr4:57976552-57977551_IGFBP7"	"chr4:57976552-57977551_IGFBP7_hg19_genes_promoters"	"IGFBP7_hg19_genes_promoters"	"promoter:19336"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_promoters"	"chr4:57976552-57977551"	"chr4:57976552-57977551_IGFBP7"	"chr4:57976552-57977551_IGFBP7_hg19_genes_promoters"	"IGFBP7_hg19_genes_promoters"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57976352	57976751	400	"-"	"intronexonboundary:173385"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_intronexonboundaries"	"chr4:57976352-57976751"	"chr4:57976352-57976751_IGFBP7"	"chr4:57976352-57976751_IGFBP7_hg19_genes_intronexonboundaries"	"IGFBP7_hg19_genes_intronexonboundaries"	"intronexonboundary:173385"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_intronexonboundaries"	"chr4:57976352-57976751"	"chr4:57976352-57976751_IGFBP7"	"chr4:57976352-57976751_IGFBP7_hg19_genes_intronexonboundaries"	"IGFBP7_hg19_genes_intronexonboundaries"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57976518	57976551	34	"-"	"5UTR:28184"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_5UTRs"	"chr4:57976518-57976551"	"chr4:57976518-57976551_IGFBP7"	"chr4:57976518-57976551_IGFBP7_hg19_genes_5UTRs"	"IGFBP7_hg19_genes_5UTRs"	"5UTR:28184"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_5UTRs"	"chr4:57976518-57976551"	"chr4:57976518-57976551_IGFBP7"	"chr4:57976518-57976551_IGFBP7_hg19_genes_5UTRs"	"IGFBP7_hg19_genes_5UTRs"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57977552	57981551	4000	"-"	"1to5kb:19336"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_1to5kb"	"chr4:57977552-57981551"	"chr4:57977552-57981551_IGFBP7"	"chr4:57977552-57981551_IGFBP7_hg19_genes_1to5kb"	"IGFBP7_hg19_genes_1to5kb"	"1to5kb:19336"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_1to5kb"	"chr4:57977552-57981551"	"chr4:57977552-57981551_IGFBP7"	"chr4:57977552-57981551_IGFBP7_hg19_genes_1to5kb"	"IGFBP7_hg19_genes_1to5kb"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57975928	57976136	209	"+"	"exon:174001"	"uc003hco.3"	"255130"	"IGFBP7-AS1"	"hg19_genes_exons"	"chr4:57975928-57976136"	"chr4:57975928-57976136_IGFBP7-AS1"	"chr4:57975928-57976136_IGFBP7-AS1_hg19_genes_exons"	"IGFBP7-AS1_hg19_genes_exons"	"exon:174001"	"uc003hco.3"	"255130"	"IGFBP7-AS1"	"hg19_genes_exons"	"chr4:57975928-57976136"	"chr4:57975928-57976136_IGFBP7-AS1"	"chr4:57975928-57976136_IGFBP7-AS1_hg19_genes_exons"	"IGFBP7-AS1_hg19_genes_exons"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57976043	57976551	509	"-"	"exon:186136"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_exons"	"chr4:57976043-57976551"	"chr4:57976043-57976551_IGFBP7"	"chr4:57976043-57976551_IGFBP7_hg19_genes_exons"	"IGFBP7_hg19_genes_exons"	"exon:186136"	"uc003hcn.3"	"3490"	"IGFBP7"	"hg19_genes_exons"	"chr4:57976043-57976551"	"chr4:57976043-57976551_IGFBP7"	"chr4:57976043-57976551_IGFBP7_hg19_genes_exons"	"IGFBP7_hg19_genes_exons"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15839"	105.498815913256	-3.28221408604829	0.43769285361093	-7.49889804910063	6.43565567981544e-14	2.65011517684833e-12	"chr4"	57976137	58054335	78199	"+"	"intron:156028"	"uc003hco.3"	"255130"	"IGFBP7-AS1"	"hg19_genes_introns"	"chr4:57976137-58054335"	"chr4:57976137-58054335_IGFBP7-AS1"	"chr4:57976137-58054335_IGFBP7-AS1_hg19_genes_introns"	"IGFBP7-AS1_hg19_genes_introns"	"intron:156028"	"uc003hco.3"	"255130"	"IGFBP7-AS1"	"hg19_genes_introns"	"chr4:57976137-58054335"	"chr4:57976137-58054335_IGFBP7-AS1"	"chr4:57976137-58054335_IGFBP7-AS1_hg19_genes_introns"	"IGFBP7-AS1_hg19_genes_introns"	"chr4"	57976098	57977671	1574	"*"	"Peak_15839"	793	"."	5.28284	79.36743	76.5356	1029	793	"."	5.28284	79.36743	76.5356	1029
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78407300	78407699	400	"+"	"intronexonboundary:427595"	"uc001vkn.1"	NA	NA	"hg19_genes_intronexonboundaries"	"chr13:78407300-78407699"	"chr13:78407300-78407699_NA"	"chr13:78407300-78407699_NA_hg19_genes_intronexonboundaries"	"NA_hg19_genes_intronexonboundaries"	"intronexonboundary:427595"	"uc001vkn.1"	NA	NA	"hg19_genes_intronexonboundaries"	"chr13:78407300-78407699"	"chr13:78407300-78407699_NA"	"chr13:78407300-78407699_NA_hg19_genes_intronexonboundaries"	"NA_hg19_genes_intronexonboundaries"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78407868	78409125	1258	"+"	"exon:458723"	"uc001vkn.1"	NA	NA	"hg19_genes_exons"	"chr13:78407868-78409125"	"chr13:78407868-78409125_NA"	"chr13:78407868-78409125_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"exon:458723"	"uc001vkn.1"	NA	NA	"hg19_genes_exons"	"chr13:78407868-78409125"	"chr13:78407868-78409125_NA"	"chr13:78407868-78409125_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78404739	78407499	2761	"+"	"intron:408917"	"uc001vkn.1"	NA	NA	"hg19_genes_introns"	"chr13:78404739-78407499"	"chr13:78404739-78407499_NA"	"chr13:78404739-78407499_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"intron:408917"	"uc001vkn.1"	NA	NA	"hg19_genes_introns"	"chr13:78404739-78407499"	"chr13:78404739-78407499_NA"	"chr13:78404739-78407499_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78407500	78407562	63	"+"	"exon:458722"	"uc001vkn.1"	NA	NA	"hg19_genes_exons"	"chr13:78407500-78407562"	"chr13:78407500-78407562_NA"	"chr13:78407500-78407562_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"exon:458722"	"uc001vkn.1"	NA	NA	"hg19_genes_exons"	"chr13:78407500-78407562"	"chr13:78407500-78407562_NA"	"chr13:78407500-78407562_NA_hg19_genes_exons"	"NA_hg19_genes_exons"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78407563	78407867	305	"+"	"intron:408918"	"uc001vkn.1"	NA	NA	"hg19_genes_introns"	"chr13:78407563-78407867"	"chr13:78407563-78407867_NA"	"chr13:78407563-78407867_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"intron:408918"	"uc001vkn.1"	NA	NA	"hg19_genes_introns"	"chr13:78407563-78407867"	"chr13:78407563-78407867_NA"	"chr13:78407563-78407867_NA_hg19_genes_introns"	"NA_hg19_genes_introns"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15846"	116.171777199205	-2.83699422104601	0.278268895103001	-10.1951539355338	2.08414099445973e-24	1.12116966004565e-21	"chr13"	78407668	78408067	400	"+"	"intronexonboundary:427596"	"uc001vkn.1"	NA	NA	"hg19_genes_intronexonboundaries"	"chr13:78407668-78408067"	"chr13:78407668-78408067_NA"	"chr13:78407668-78408067_NA_hg19_genes_intronexonboundaries"	"NA_hg19_genes_intronexonboundaries"	"intronexonboundary:427596"	"uc001vkn.1"	NA	NA	"hg19_genes_intronexonboundaries"	"chr13:78407668-78408067"	"chr13:78407668-78408067_NA"	"chr13:78407668-78408067_NA_hg19_genes_intronexonboundaries"	"NA_hg19_genes_intronexonboundaries"	"chr13"	78406445	78407926	1482	"*"	"Peak_15846"	793	"."	4.62228	79.33695	76.50529	563	793	"."	4.62228	79.33695	76.50529	563
"Peak_15859"	104.583934201053	-2.59416702438	0.293555236929898	-8.8370660714852	9.82650319998078e-19	1.24597682324157e-16	"chr8"	131964245	132002638	38394	"-"	"intron:279098"	"uc003ytd.4"	"114"	"ADCY8"	"hg19_genes_introns"	"chr8:131964245-132002638"	"chr8:131964245-132002638_ADCY8"	"chr8:131964245-132002638_ADCY8_hg19_genes_introns"	"ADCY8_hg19_genes_introns"	"intron:279098"	"uc003ytd.4"	"114"	"ADCY8"	"hg19_genes_introns"	"chr8:131964245-132002638"	"chr8:131964245-132002638_ADCY8"	"chr8:131964245-132002638_ADCY8_hg19_genes_introns"	"ADCY8_hg19_genes_introns"	"chr8"	131973768	131975431	1664	"*"	"Peak_15859"	792	"."	5.24806	79.24436	76.41325	731	792	"."	5.24806	79.24436	76.41325	731
"Peak_1588"	162.017373811711	-2.21203130813852	0.427540066102061	-5.17385733764301	2.29309935950007e-07	1.72926157469654e-06	"chr20"	47894557	47894956	400	"-"	"intronexonboundary:608717"	"uc002xui.3"	"57169"	"ZNFX1"	"hg19_genes_intronexonboundaries"	"chr20:47894557-47894956"	"chr20:47894557-47894956_ZNFX1"	"chr20:47894557-47894956_ZNFX1_hg19_genes_intronexonboundaries"	"ZNFX1_hg19_genes_intronexonboundaries"	"intronexonboundary:608717"	"uc002xui.3"	"57169"	"ZNFX1"	"hg19_genes_intronexonboundaries"	"chr20:47894557-47894956"	"chr20:47894557-47894956_ZNFX1"	"chr20:47894557-47894956_ZNFX1_hg19_genes_intronexonboundaries"	"ZNFX1_hg19_genes_intronexonboundaries"	"chr20"	47894456	47895562	1107	"*"	"Peak_1588"	4571	"."	14.39687	457.11844	453.06442	590	4571	"."	14.39687	457.11844	453.06442	590
"Peak_1588"	162.017373811711	-2.21203130813852	0.427540066102061	-5.17385733764301	2.29309935950007e-07	1.72926157469654e-06	"chr20"	47894715	47894934	220	"+"	"exon:645253"	"uc002xuj.3"	"441951"	"ZFAS1"	"hg19_genes_exons"	"chr20:47894715-47894934"	"chr20:47894715-47894934_ZFAS1"	"chr20:47894715-47894934_ZFAS1_hg19_genes_exons"	"ZFAS1_hg19_genes_exons"	"exon:645253"	"uc002xuj.3"	"441951"	"ZFAS1"	"hg19_genes_exons"	"chr20:47894715-47894934"	"chr20:47894715-47894934_ZFAS1"	"chr20:47894715-47894934_ZFAS1_hg19_genes_exons"	"ZFAS1_hg19_genes_exons"	"chr20"	47894456	47895562	1107	"*"	"Peak_1588"	4571	"."	14.39687	457.11844	453.06442	590	4571	"."	14.39687	457.11844	453.06442	590
"Peak_1588"	162.017373811711	-2.21203130813852	0.427540066102061	-5.17385733764301	2.29309935950007e-07	1.72926157469654e-06	"chr20"	47894558	47894756	199	"-"	"5UTR:99531"	"uc002xui.3"	"57169"	"ZNFX1"	"hg19_genes_5UTRs"	"chr20:47894558-47894756"	"chr20:47894558-47894756_ZNFX1"	"chr20:47894558-47894756_ZNFX1_hg19_genes_5UTRs"	"ZNFX1_hg19_genes_5UTRs"	"5UTR:99531"	"uc002xui.3"	"57169"	"ZNFX1"	"hg19_genes_5UTRs"	"chr20:47894558-47894756"	"chr20:47894558-47894756_ZNFX1"	"chr20:47894558-47894756_ZNFX1_hg19_genes_5UTRs"	"ZNFX1_hg19_genes_5UTRs"	"chr20"	47894456	47895562	1107	"*"	"Peak_1588"	4571	"."	14.39687	457.11844	453.06442	590	4571	"."	14.39687	457.11844	453.06442	590
"Peak_1588"	162.017373811711	-2.21203130813852	0.427540066102061	-5.17385733764301	2.29309935950007e-07	1.72926157469654e-06	"chr20"	47894935	47895640	706	"+"	"intron:573813"	"uc002xuj.3"	"441951"	"ZFAS1"	"hg19_genes_introns"	"chr20:47894935-47895640"	"chr20:47894935-47895640_ZFAS1"	"chr20:47894935-47895640_ZFAS1_hg19_genes_introns"	"ZFAS1_hg19_genes_introns"	"intron:573813"	"uc002xuj.3"	"441951"	"ZFAS1"	"hg19_genes_introns"	"chr20:47894935-47895640"	"chr20:47894935-47895640_ZFAS1"	"chr20:47894935-47895640_ZFAS1_hg19_genes_introns"	"ZFAS1_hg19_genes_introns"	"chr20"	47894456	47895562	1107	"*"	"Peak_1588"	4571	"."	14.39687	457.11844	453.06442	590	4571	"."	14.39687	457.11844	453.06442	590
